deck,slot_number,card_name,oracle_id,primary_role,secondary_roles,mana_value,color_identity,card_type,source_reference,argentum_definition_found,argentum_definition_path,definition_kind,scenario_test_found,scenario_test_path,coverage_class,mechanic_families,decision_families,game_changer,banned,combo_member,tutor,board_wipe,engine_notes,replacement_candidate
Akiri,71,Loxodon Warhammer,dba35ac5-7ad3-488a-a006-6b9a1d54eea5,EQUIPMENT,COMBAT,3,,Artifact — Equipment,Scryfall oracle_id dba35ac5-7ad3-488a-a006-6b9a1d54eea5; repository audit 31853cfe91b52718dc3fb67f159e6267d9c5fcc1,TRUE,mtg-sets\2003-2007\src\main\kotlin\com\wingedsheep\mtg\sets\definitions\mrd\cards\LoxodonWarhammer.kt,GENERATED,FALSE,,SUPPORTED_DEFINITION_TEST_UNCLEAR,attachment_state|equip|equipment,PAYMENT|PRIORITY_ACTION|TARGET,FALSE,FALSE,FALSE,FALSE,FALSE,Audit source 31853cfe91b52718dc3fb67f159e6267d9c5fcc1; upstream d66a5d7f1b46b0ed8891c34ccfe163d491c4ff3d. Generated/predictive definition; card-specific conformance remains unproven.,
Akiri,72,Vulshok Battlegear,708df587-3b13-42cb-8341-f476ab4cbe45,EQUIPMENT,COMBAT,3,,Artifact — Equipment,Scryfall oracle_id 708df587-3b13-42cb-8341-f476ab4cbe45; repository audit 31853cfe91b52718dc3fb67f159e6267d9c5fcc1,TRUE,mtg-sets\2003-2007\src\main\kotlin\com\wingedsheep\mtg\sets\definitions\mrd\cards\VulshokBattlegear.kt,GENERATED,FALSE,,SUPPORTED_DEFINITION_TEST_UNCLEAR,attachment_state|equip|equipment|static_ability,PAYMENT|PRIORITY_ACTION|TARGET,FALSE,FALSE,FALSE,FALSE,FALSE,Audit source 31853cfe91b52718dc3fb67f159e6267d9c5fcc1; upstream d66a5d7f1b46b0ed8891c34ccfe163d491c4ff3d. Generated/predictive definition; card-specific conformance remains unproven. Friendly replacement of Ideal slot card: O-Naginata.,O-Naginata
Akiri,73,Prowler's Helm,603ef53f-6191-4229-b85f-adad6f4503ce,EQUIPMENT,COMBAT,2,,Artifact — Equipment,Scryfall oracle_id 603ef53f-6191-4229-b85f-adad6f4503ce; repository audit 31853cfe91b52718dc3fb67f159e6267d9c5fcc1,FALSE,,UNKNOWN,FALSE,,CARD_DEFINITION_MISSING,attachment_state|equip|equipment,PAYMENT|PRIORITY_ACTION|TARGET,FALSE,FALSE,FALSE,FALSE,FALSE,Audit source 31853cfe91b52718dc3fb67f159e6267d9c5fcc1; upstream d66a5d7f1b46b0ed8891c34ccfe163d491c4ff3d. No executable CardDefinition path found in current source index.,
Akiri,74,Embercleave,4d6120d6-fcce-40bc-9fc6-e1f5beb6c728,EQUIPMENT,COMBAT,6,R,Legendary Artifact — Equipment,Scryfall oracle_id 4d6120d6-fcce-40bc-9fc6-e1f5beb6c728; repository audit 31853cfe91b52718dc3fb67f159e6267d9c5fcc1,FALSE,,UNKNOWN,FALSE,,CARD_DEFINITION_MISSING,attachment_state|equip|equipment,PAYMENT|PRIORITY_ACTION|TARGET,FALSE,FALSE,FALSE,FALSE,FALSE,Audit source 31853cfe91b52718dc3fb67f159e6267d9c5fcc1; upstream d66a5d7f1b46b0ed8891c34ccfe163d491c4ff3d. No executable CardDefinition path found in current source index.,
Akiri,75,Arcane Signet,0bc7f093-bef0-4f1a-852c-4b75ebf54838,RAMP,,2,,Artifact,Scryfall oracle_id 0bc7f093-bef0-4f1a-852c-4b75ebf54838; repository audit 31853cfe91b52718dc3fb67f159e6267d9c5fcc1,TRUE,mtg-sets\2024\src\main\kotlin\com\wingedsheep\mtg\sets\definitions\blc\cards\ArcaneSignet.kt,HAND_AUTHORED,FALSE,,SUPPORTED_DEFINITION_TEST_UNCLEAR,mana_acceleration,MANA_SOURCE_SELECTION|PAYMENT|PRIORITY_ACTION,FALSE,FALSE,FALSE,FALSE,FALSE,Audit source 31853cfe91b52718dc3fb67f159e6267d9c5fcc1; upstream d66a5d7f1b46b0ed8891c34ccfe163d491c4ff3d. Hand-authored definition; no exact ScenarioTest found.,
Akiri,76,Boros Signet,41c84665-1f99-40ab-aaca-1188649eb263,RAMP,,2,RW,Artifact,Scryfall oracle_id 41c84665-1f99-40ab-aaca-1188649eb263; repository audit 31853cfe91b52718dc3fb67f159e6267d9c5fcc1,TRUE,mtg-sets\2003-2007\src\main\kotlin\com\wingedsheep\mtg\sets\definitions\rav\cards\BorosSignet.kt,GENERATED,FALSE,,SUPPORTED_DEFINITION_TEST_UNCLEAR,mana_acceleration,MANA_SOURCE_SELECTION|PAYMENT|PRIORITY_ACTION,FALSE,FALSE,FALSE,FALSE,FALSE,Audit source 31853cfe91b52718dc3fb67f159e6267d9c5fcc1; upstream d66a5d7f1b46b0ed8891c34ccfe163d491c4ff3d. Generated/predictive definition; card-specific conformance remains unproven.,
Akiri,77,Talisman of Conviction,6c326439-5620-4ec6-a56a-fe9c3d5d2a46,RAMP,,2,RW,Artifact,Scryfall oracle_id 6c326439-5620-4ec6-a56a-fe9c3d5d2a46; repository audit 31853cfe91b52718dc3fb67f159e6267d9c5fcc1,FALSE,,UNKNOWN,FALSE,,CARD_DEFINITION_MISSING,mana_acceleration,MANA_SOURCE_SELECTION|PAYMENT|PRIORITY_ACTION,FALSE,FALSE,FALSE,FALSE,FALSE,Audit source 31853cfe91b52718dc3fb67f159e6267d9c5fcc1; upstream d66a5d7f1b46b0ed8891c34ccfe163d491c4ff3d. No executable CardDefinition path found in current source index.,
Akiri,78,Mind Stone,c97361b5-af16-4a7b-af85-a429dbaf4ad2,RAMP,,2,,Artifact,Scryfall oracle_id c97361b5-af16-4a7b-af85-a429dbaf4ad2; repository audit 31853cfe91b52718dc3fb67f159e6267d9c5fcc1,TRUE,mtg-sets\1993-1999\src\main\kotlin\com\wingedsheep\mtg\sets\definitions\wth\cards\MindStone.kt,HAND_AUTHORED,FALSE,,SUPPORTED_AND_TESTED,mana_acceleration,MANA_SOURCE_SELECTION|PAYMENT|PRIORITY_ACTION,FALSE,FALSE,FALSE,FALSE,FALSE,Audit source 31853cfe91b52718dc3fb67f159e6267d9c5fcc1; upstream d66a5d7f1b46b0ed8891c34ccfe163d491c4ff3d. Hand-authored definition; MindStoneScenarioTest proves both activated abilities.,
Akiri,79,Commander's Sphere,0b67c4e2-f88b-4e01-85a1-9d5f5b8db13b,RAMP,,3,,Artifact,Scryfall oracle_id 0b67c4e2-f88b-4e01-85a1-9d5f5b8db13b; repository audit 31853cfe91b52718dc3fb67f159e6267d9c5fcc1,FALSE,,UNKNOWN,FALSE,,CARD_DEFINITION_MISSING,mana_acceleration,MANA_SOURCE_SELECTION|PAYMENT|PRIORITY_ACTION,FALSE,FALSE,FALSE,FALSE,FALSE,Audit source 31853cfe91b52718dc3fb67f159e6267d9c5fcc1; upstream d66a5d7f1b46b0ed8891c34ccfe163d491c4ff3d. No executable CardDefinition path found in current source index.,
Akiri,80,Wayfarer's Bauble,31f15274-301b-47c5-ba19-0ced04520878,RAMP,,1,,Artifact,Scryfall oracle_id 31f15274-301b-47c5-ba19-0ced04520878; repository audit 31853cfe91b52718dc3fb67f159e6267d9c5fcc1,TRUE,mtg-sets\2003-2007\src\main\kotlin\com\wingedsheep\mtg\sets\definitions\5dn\cards\WayfarersBauble.kt,GENERATED,FALSE,,SUPPORTED_DEFINITION_TEST_UNCLEAR,mana_acceleration,MANA_SOURCE_SELECTION|PAYMENT|PRIORITY_ACTION,FALSE,FALSE,FALSE,FALSE,FALSE,Audit source 31853cfe91b52718dc3fb67f159e6267d9c5fcc1; upstream d66a5d7f1b46b0ed8891c34ccfe163d491c4ff3d. Generated/predictive definition; card-specific conformance remains unproven.,
Akiri,81,Fire Diamond,97b477d8-2e05-475e-8ed6-7d680cb21cd9,RAMP,,2,R,Artifact,Scryfall oracle_id 97b477d8-2e05-475e-8ed6-7d680cb21cd9; repository audit 31853cfe91b52718dc3fb67f159e6267d9c5fcc1,TRUE,mtg-sets\1993-1999\src\main\kotlin\com\wingedsheep\mtg\sets\definitions\mir\cards\FireDiamond.kt,GENERATED,FALSE,,SUPPORTED_DEFINITION_TEST_UNCLEAR,mana_acceleration,MANA_SOURCE_SELECTION|PAYMENT|PRIORITY_ACTION,FALSE,FALSE,FALSE,FALSE,FALSE,Audit source 31853cfe91b52718dc3fb67f159e6267d9c5fcc1; upstream d66a5d7f1b46b0ed8891c34ccfe163d491c4ff3d. Generated/predictive definition; card-specific conformance remains unproven.,
Akiri,82,Faithless Looting,3d6fa57a-aa53-4b5c-b8af-a7612c823117,CARD_ADVANTAGE,CARD_SELECTION,1,R,Sorcery,Scryfall oracle_id 3d6fa57a-aa53-4b5c-b8af-a7612c823117; repository audit 31853cfe91b52718dc3fb67f159e6267d9c5fcc1,TRUE,mtg-sets\2008-2016\src\main\kotlin\com\wingedsheep\mtg\sets\definitions\dka\cards\FaithlessLooting.kt,GENERATED,FALSE,,SUPPORTED_DEFINITION_TEST_UNCLEAR,card_selection|discard|draw,CARD_SELECTION|PRIORITY_ACTION,FALSE,FALSE,FALSE,FALSE,FALSE,Audit source 31853cfe91b52718dc3fb67f159e6267d9c5fcc1; upstream d66a5d7f1b46b0ed8891c34ccfe163d491c4ff3d. Generated/predictive definition; card-specific conformance remains unproven.,
Akiri,83,Thrilling Discovery,c5f5a234-c751-4976-a3e1-fbd52b3255c9,CARD_ADVANTAGE,CARD_SELECTION,2,RW,Sorcery,Scryfall oracle_id c5f5a234-c751-4976-a3e1-fbd52b3255c9; repository audit 31853cfe91b52718dc3fb67f159e6267d9c5fcc1,FALSE,,UNKNOWN,FALSE,,CARD_DEFINITION_MISSING,card_selection|discard|draw,CARD_SELECTION|PRIORITY_ACTION,FALSE,FALSE,FALSE,FALSE,FALSE,Audit source 31853cfe91b52718dc3fb67f159e6267d9c5fcc1; upstream d66a5d7f1b46b0ed8891c34ccfe163d491c4ff3d. No executable CardDefinition path found in current source index.,
Akiri,84,Reckless Impulse,584cf0fd-112a-4ca6-9c0e-1f3228a7d325,CARD_ADVANTAGE,CARD_SELECTION,2,R,Sorcery,Scryfall oracle_id 584cf0fd-112a-4ca6-9c0e-1f3228a7d325; repository audit 31853cfe91b52718dc3fb67f159e6267d9c5fcc1,TRUE,mtg-sets\2017-2022\src\main\kotlin\com\wingedsheep\mtg\sets\definitions\vow\cards\RecklessImpulse.kt,HAND_AUTHORED,TRUE,mtg-sets\2017-2022\tests\src\test\kotlin\com\wingedsheep\engine\scenarios\RecklessImpulseScenarioTest.kt,SUPPORTED_AND_TESTED,card_selection|draw|exile_until_end,CARD_SELECTION|PRIORITY_ACTION,FALSE,FALSE,FALSE,FALSE,FALSE,Audit source 31853cfe91b52718dc3fb67f159e6267d9c5fcc1; upstream d66a5d7f1b46b0ed8891c34ccfe163d491c4ff3d. Hand-authored definition with exact ScenarioTest.,
Akiri,85,Mentor of the Meek,b9f4f96b-6e54-4fe6-8df7-623e0fc72409,CARD_ADVANTAGE,CARD_SELECTION,3,W,Creature — Human Soldier,Scryfall oracle_id b9f4f96b-6e54-4fe6-8df7-623e0fc72409; repository audit 31853cfe91b52718dc3fb67f159e6267d9c5fcc1,TRUE,mtg-sets\2008-2016\src\main\kotlin\com\wingedsheep\mtg\sets\definitions\isd\cards\MentorOfTheMeek.kt,HAND_AUTHORED,FALSE,,SUPPORTED_DEFINITION_TEST_UNCLEAR,creature_entered|draw|payment,CARD_SELECTION|PRIORITY_ACTION,FALSE,FALSE,FALSE,FALSE,FALSE,Audit source 31853cfe91b52718dc3fb67f159e6267d9c5fcc1; upstream d66a5d7f1b46b0ed8891c34ccfe163d491c4ff3d. Hand-authored definition; no exact ScenarioTest found.,
Akiri,86,Welcoming Vampire,605c1ee0-5e8a-4e0a-a99b-42a38873f822,CARD_ADVANTAGE,CARD_SELECTION,3,W,Creature — Vampire,Scryfall oracle_id 605c1ee0-5e8a-4e0a-a99b-42a38873f822; repository audit 31853cfe91b52718dc3fb67f159e6267d9c5fcc1,TRUE,mtg-sets\2017-2022\src\main\kotlin\com\wingedsheep\mtg\sets\definitions\vow\cards\WelcomingVampire.kt,HAND_AUTHORED,TRUE,mtg-sets\2017-2022\tests\src\test\kotlin\com\wingedsheep\engine\scenarios\WelcomingVampireScenarioTest.kt,SUPPORTED_AND_TESTED,creature_entered|draw|once_per_turn,CARD_SELECTION|PRIORITY_ACTION,FALSE,FALSE,FALSE,FALSE,FALSE,Audit source 31853cfe91b52718dc3fb67f159e6267d9c5fcc1; upstream d66a5d7f1b46b0ed8891c34ccfe163d491c4ff3d. Hand-authored definition with exact ScenarioTest.,
Akiri,87,Swords to Plowshares,b1544f21-7e98-461b-aed5-e748b0168c52,REMOVAL,,1,W,Instant,Scryfall oracle_id b1544f21-7e98-461b-aed5-e748b0168c52; repository audit 31853cfe91b52718dc3fb67f159e6267d9c5fcc1,FALSE,,UNKNOWN,FALSE,,CARD_DEFINITION_MISSING,target_selection|targeted_removal,PAYMENT|PRIORITY_ACTION|TARGET,FALSE,FALSE,FALSE,FALSE,FALSE,Audit source 31853cfe91b52718dc3fb67f159e6267d9c5fcc1; upstream d66a5d7f1b46b0ed8891c34ccfe163d491c4ff3d. No executable CardDefinition path found in current source index.,
Akiri,88,Path to Exile,d683d985-9888-4d21-8b5f-69e69ce4a03b,REMOVAL,,1,W,Instant,Scryfall oracle_id d683d985-9888-4d21-8b5f-69e69ce4a03b; repository audit 31853cfe91b52718dc3fb67f159e6267d9c5fcc1,FALSE,,UNKNOWN,FALSE,,CARD_DEFINITION_MISSING,target_selection|targeted_removal,PAYMENT|PRIORITY_ACTION|TARGET,FALSE,FALSE,FALSE,FALSE,FALSE,Audit source 31853cfe91b52718dc3fb67f159e6267d9c5fcc1; upstream d66a5d7f1b46b0ed8891c34ccfe163d491c4ff3d. No executable CardDefinition path found in current source index.,
Akiri,89,Generous Gift,fae37e28-e137-4177-b973-fa8b4dd8f409,REMOVAL,,3,W,Instant,Scryfall oracle_id fae37e28-e137-4177-b973-fa8b4dd8f409; repository audit 31853cfe91b52718dc3fb67f159e6267d9c5fcc1,FALSE,,UNKNOWN,FALSE,,CARD_DEFINITION_MISSING,target_selection|targeted_removal,PAYMENT|PRIORITY_ACTION|TARGET,FALSE,FALSE,FALSE,FALSE,FALSE,Audit source 31853cfe91b52718dc3fb67f159e6267d9c5fcc1; upstream d66a5d7f1b46b0ed8891c34ccfe163d491c4ff3d. No executable CardDefinition path found in current source index.,
Akiri,90,Disenchant,a7e97fa9-4b72-4548-b854-5be5f18a6f1a,REMOVAL,,2,W,Instant,Scryfall oracle_id a7e97fa9-4b72-4548-b854-5be5f18a6f1a; repository audit 31853cfe91b52718dc3fb67f159e6267d9c5fcc1,TRUE,mtg-sets\1993-1999\src\main\kotlin\com\wingedsheep\mtg\sets\definitions\lea\cards\Disenchant.kt,GENERATED,FALSE,,SUPPORTED_AND_TESTED,artifact_enchantment_removal|target_selection|targeted_removal,PAYMENT|PRIORITY_ACTION|TARGET,FALSE,FALSE,FALSE,FALSE,FALSE,Audit source 31853cfe91b52718dc3fb67f159e6267d9c5fcc1; upstream d66a5d7f1b46b0ed8891c34ccfe163d491c4ff3d. Generated/predictive definition; DisenchantScenarioTest proves artifact/enchantment destruction and rejects creature targets. Friendly replacement of Ideal slot card: Wear // Tear.,Wear // Tear
Akiri,91,Chaos Warp,07a0cba9-8768-4fd9-a3d5-b0f83b4bf8e8,REMOVAL,,3,R,Instant,Scryfall oracle_id 07a0cba9-8768-4fd9-a3d5-b0f83b4bf8e8; repository audit 31853cfe91b52718dc3fb67f159e6267d9c5fcc1,TRUE,mtg-sets\2024\src\main\kotlin\com\wingedsheep\mtg\sets\definitions\blc\cards\ChaosWarp.kt,HAND_AUTHORED,FALSE,,SUPPORTED_DEFINITION_TEST_UNCLEAR,replacement_choice|shuffle|target_selection|targeted_removal,PAYMENT|PRIORITY_ACTION|TARGET,FALSE,FALSE,FALSE,FALSE,FALSE,Audit source 31853cfe91b52718dc3fb67f159e6267d9c5fcc1; upstream d66a5d7f1b46b0ed8891c34ccfe163d491c4ff3d. Hand-authored definition; no exact ScenarioTest found.,
Akiri,92,Abrade,f9db72dc-9a5b-48a4-a86e-7464d9a2166a,REMOVAL,,2,R,Instant,Scryfall oracle_id f9db72dc-9a5b-48a4-a86e-7464d9a2166a; repository audit 31853cfe91b52718dc3fb67f159e6267d9c5fcc1,TRUE,mtg-sets\2017-2022\src\main\kotlin\com\wingedsheep\mtg\sets\definitions\hou\cards\Abrade.kt,GENERATED,FALSE,,SUPPORTED_DEFINITION_TEST_UNCLEAR,artifact_removal|damage|target_selection|targeted_removal,PAYMENT|PRIORITY_ACTION|TARGET,FALSE,FALSE,FALSE,FALSE,FALSE,Audit source 31853cfe91b52718dc3fb67f159e6267d9c5fcc1; upstream d66a5d7f1b46b0ed8891c34ccfe163d491c4ff3d. Generated/predictive definition; card-specific conformance remains unproven.,
Akiri,93,Boros Charm,2679d0dd-ba30-4a1c-b6a0-b3ac6c790496,PROTECTION,,2,RW,Instant,Scryfall oracle_id 2679d0dd-ba30-4a1c-b6a0-b3ac6c790496; repository audit 31853cfe91b52718dc3fb67f159e6267d9c5fcc1,TRUE,mtg-sets\2008-2016\src\main\kotlin\com\wingedsheep\mtg\sets\definitions\gtc\cards\BorosCharm.kt,GENERATED,FALSE,,SUPPORTED_DEFINITION_TEST_UNCLEAR,modal_choice|target_selection|targeted_protection|temporary_indestructible,MODE|PAYMENT|PRIORITY_ACTION|TARGET,FALSE,FALSE,FALSE,FALSE,FALSE,Audit source 31853cfe91b52718dc3fb67f159e6267d9c5fcc1; upstream d66a5d7f1b46b0ed8891c34ccfe163d491c4ff3d. Generated/predictive definition; card-specific conformance remains unproven.,
Akiri,94,Loran's Escape,1a9048d6-f3fa-4f3b-9baa-35318177bc6e,PROTECTION,,1,W,Instant,Scryfall oracle_id 1a9048d6-f3fa-4f3b-9baa-35318177bc6e; repository audit 31853cfe91b52718dc3fb67f159e6267d9c5fcc1,FALSE,,UNKNOWN,FALSE,,CARD_DEFINITION_MISSING,indestructible|scry|targeted_protection,CARD_SELECTION|PAYMENT|PRIORITY_ACTION|TARGET,FALSE,FALSE,FALSE,FALSE,FALSE,Audit source 31853cfe91b52718dc3fb67f159e6267d9c5fcc1; upstream d66a5d7f1b46b0ed8891c34ccfe163d491c4ff3d. No executable CardDefinition path found in current source index.,
Akiri,95,Wrath of God,34515b16-c9a4-4f98-8c77-416a7a523407,BOARD_WIPE,,4,W,Sorcery,Scryfall oracle_id 34515b16-c9a4-4f98-8c77-416a7a523407; repository audit 31853cfe91b52718dc3fb67f159e6267d9c5fcc1,TRUE,mtg-sets\1993-1999\src\main\kotlin\com\wingedsheep\mtg\sets\definitions\lea\cards\WrathOfGod.kt,GENERATED,FALSE,,SUPPORTED_DEFINITION_TEST_UNCLEAR,board_wipe|destroy|mass_removal,CONFIRMATION|PAYMENT|PRIORITY_ACTION,FALSE,FALSE,FALSE,FALSE,TRUE,Audit source 31853cfe91b52718dc3fb67f159e6267d9c5fcc1; upstream d66a5d7f1b46b0ed8891c34ccfe163d491c4ff3d. Generated/predictive definition; card-specific conformance remains unproven.,
Akiri,96,Blasphemous Act,7a2484a9-04fd-41a0-8224-610c1c07ed10,BOARD_WIPE,,9,R,Sorcery,Scryfall oracle_id 7a2484a9-04fd-41a0-8224-610c1c07ed10; repository audit 31853cfe91b52718dc3fb67f159e6267d9c5fcc1,TRUE,mtg-sets\2024\src\main\kotlin\com\wingedsheep\mtg\sets\definitions\blc\cards\BlasphemousAct.kt,HAND_AUTHORED,FALSE,,SUPPORTED_DEFINITION_TEST_UNCLEAR,board_wipe|cost_reduction|damage|mass_removal,CONFIRMATION|PAYMENT|PRIORITY_ACTION,FALSE,FALSE,FALSE,FALSE,TRUE,Audit source 31853cfe91b52718dc3fb67f159e6267d9c5fcc1; upstream d66a5d7f1b46b0ed8891c34ccfe163d491c4ff3d. Hand-authored definition; no exact ScenarioTest found.,
Akiri,97,Sevinne's Reclamation,1b9f9f5b-8712-4f00-90cb-1b7b9970eccc,RECURSION,,3,W,Sorcery,Scryfall oracle_id 1b9f9f5b-8712-4f00-90cb-1b7b9970eccc; repository audit 31853cfe91b52718dc3fb67f159e6267d9c5fcc1,FALSE,,UNKNOWN,FALSE,,CARD_DEFINITION_MISSING,flashback|graveyard_recursion|target_selection,CARD_SELECTION|PAYMENT|PRIORITY_ACTION|TARGET,FALSE,FALSE,FALSE,FALSE,FALSE,Audit source 31853cfe91b52718dc3fb67f159e6267d9c5fcc1; upstream d66a5d7f1b46b0ed8891c34ccfe163d491c4ff3d. No executable CardDefinition path found in current source index.,
Akiri,98,Open the Armory,2ecf7771-8061-4710-ad2e-80b092ae0b4b,TUTOR,,2,W,Sorcery,Scryfall oracle_id 2ecf7771-8061-4710-ad2e-80b092ae0b4b; repository audit 31853cfe91b52718dc3fb67f159e6267d9c5fcc1,TRUE,mtg-sets\2008-2016\src\main\kotlin\com\wingedsheep\mtg\sets\definitions\soi\cards\OpenTheArmory.kt,GENERATED,FALSE,,SUPPORTED_DEFINITION_TEST_UNCLEAR,aura|equipment|search|shuffle,CARD_SELECTION|PAYMENT|PRIORITY_ACTION|SEARCH,FALSE,FALSE,FALSE,TRUE,FALSE,Audit source 31853cfe91b52718dc3fb67f159e6267d9c5fcc1; upstream d66a5d7f1b46b0ed8891c34ccfe163d491c4ff3d. Generated/predictive definition; card-specific conformance remains unproven.,
Akiri,99,Steelshaper's Gift,d9abda7e-6ca2-42ea-ab24-c542e57014f1,TUTOR,,1,W,Sorcery,Scryfall oracle_id d9abda7e-6ca2-42ea-ab24-c542e57014f1; repository audit 31853cfe91b52718dc3fb67f159e6267d9c5fcc1,FALSE,,UNKNOWN,FALSE,,CARD_DEFINITION_MISSING,equipment|search|shuffle,CARD_SELECTION|PAYMENT|PRIORITY_ACTION|SEARCH,FALSE,FALSE,FALSE,TRUE,FALSE,Audit source 31853cfe91b52718dc3fb67f159e6267d9c5fcc1; upstream d66a5d7f1b46b0ed8891c34ccfe163d491c4ff3d. No executable CardDefinition path found in current source index.,
Akiri,100,Outpost Siege,ebb24fc7-dc71-4712-8c2a-b5920f78e55d,CARD_ADVANTAGE,CARD_SELECTION,4,R,Enchantment,Scryfall oracle_id ebb24fc7-dc71-4712-8c2a-b5920f78e55d; repository audit 31853cfe91b52718dc3fb67f159e6267d9c5fcc1,TRUE,mtg-sets\2008-2016\src\main\kotlin\com\wingedsheep\mtg\sets\definitions\frf\cards\OutpostSiege.kt,HAND_AUTHORED,FALSE,,SUPPORTED_DEFINITION_TEST_UNCLEAR,card_selection|draw|enchantment|modal_choice|upkeep_trigger,CARD_SELECTION|MODE|PRIORITY_ACTION,FALSE,FALSE,FALSE,FALSE,FALSE,Audit source 31853cfe91b52718dc3fb67f159e6267d9c5fcc1; upstream d66a5d7f1b46b0ed8891c34ccfe163d491c4ff3d. Hand-authored definition; no exact ScenarioTest found.,
Chevill,1,"Chevill, Bane of Monsters",50863075-a30b-4238-8e31-5af32a39d886,COMMANDER,SYNERGY_ENGINE,2,BG,Legendary Creature — Human Rogue,Scryfall oracle_id 50863075-a30b-4238-8e31-5af32a39d886; repository audit 31853cfe91b52718dc3fb67f159e6267d9c5fcc1,TRUE,mtg-sets\2017-2022\src\main\kotlin\com\wingedsheep\mtg\sets\definitions\iko\cards\ChevillBaneOfMonsters.kt,HAND_AUTHORED,TRUE,mtg-sets\2017-2022\tests\src\test\kotlin\com\wingedsheep\engine\scenarios\ChevillBaneOfMonstersScenarioTest.kt,SUPPORTED_AND_TESTED,bounty_counter|commander_zone|dies_trigger|draw|last_known_information|life_gain|marked_permanent|opponent_control|target_selection|upkeep_trigger,ATTACK|CARD_SELECTION|CONFIRMATION|PAYMENT|REPLACEMENT_CHOICE|TARGET,FALSE,FALSE,FALSE,FALSE,FALSE,Audit source 31853cfe91b52718dc3fb67f159e6267d9c5fcc1; ARG-DECK-03 exact CardDefinition and focused conformance scenarios. ARG-02.1 commander zone-choice conformance remains separate.,
Chevill,2,Forest,b34bb2dc-c1af-4d77-b0b3-a0fb342a5fc6,LAND,,0,G,Basic Land — Forest,Scryfall oracle_id b34bb2dc-c1af-4d77-b0b3-a0fb342a5fc6; repository audit 31853cfe91b52718dc3fb67f159e6267d9c5fcc1,TRUE,mtg-sets\1993-1999\src\main\kotlin\com\wingedsheep\mtg\sets\definitions\leb\cards\LimitedEditionBetaBasicLands.kt,HAND_AUTHORED,FALSE,,SUPPORTED_DEFINITION_TEST_UNCLEAR,mana_source,MANA_SOURCE_SELECTION,FALSE,FALSE,FALSE,FALSE,FALSE,Audit source 31853cfe91b52718dc3fb67f159e6267d9c5fcc1; upstream d66a5d7f1b46b0ed8891c34ccfe163d491c4ff3d. Hand-authored definition; no exact ScenarioTest found.,
Chevill,3,Forest,b34bb2dc-c1af-4d77-b0b3-a0fb342a5fc6,LAND,,0,G,Basic Land — Forest,Scryfall oracle_id b34bb2dc-c1af-4d77-b0b3-a0fb342a5fc6; repository audit 31853cfe91b52718dc3fb67f159e6267d9c5fcc1,TRUE,mtg-sets\1993-1999\src\main\kotlin\com\wingedsheep\mtg\sets\definitions\leb\cards\LimitedEditionBetaBasicLands.kt,HAND_AUTHORED,FALSE,,SUPPORTED_DEFINITION_TEST_UNCLEAR,mana_source,MANA_SOURCE_SELECTION,FALSE,FALSE,FALSE,FALSE,FALSE,Audit source 31853cfe91b52718dc3fb67f159e6267d9c5fcc1; upstream d66a5d7f1b46b0ed8891c34ccfe163d491c4ff3d. Hand-authored definition; no exact ScenarioTest found.,
Chevill,4,Forest,b34bb2dc-c1af-4d77-b0b3-a0fb342a5fc6,LAND,,0,G,Basic Land — Forest,Scryfall oracle_id b34bb2dc-c1af-4d77-b0b3-a0fb342a5fc6; repository audit 31853cfe91b52718dc3fb67f159e6267d9c5fcc1,TRUE,mtg-sets\1993-1999\src\main\kotlin\com\wingedsheep\mtg\sets\definitions\leb\cards\LimitedEditionBetaBasicLands.kt,HAND_AUTHORED,FALSE,,SUPPORTED_DEFINITION_TEST_UNCLEAR,mana_source,MANA_SOURCE_SELECTION,FALSE,FALSE,FALSE,FALSE,FALSE,Audit source 31853cfe91b52718dc3fb67f159e6267d9c5fcc1; upstream d66a5d7f1b46b0ed8891c34ccfe163d491c4ff3d. Hand-authored definition; no exact ScenarioTest found.,
Chevill,5,Forest,b34bb2dc-c1af-4d77-b0b3-a0fb342a5fc6,LAND,,0,G,Basic Land — Forest,Scryfall oracle_id b34bb2dc-c1af-4d77-b0b3-a0fb342a5fc6; repository audit 31853cfe91b52718dc3fb67f159e6267d9c5fcc1,TRUE,mtg-sets\1993-1999\src\main\kotlin\com\wingedsheep\mtg\sets\definitions\leb\cards\LimitedEditionBetaBasicLands.kt,HAND_AUTHORED,FALSE,,SUPPORTED_DEFINITION_TEST_UNCLEAR,mana_source,MANA_SOURCE_SELECTION,FALSE,FALSE,FALSE,FALSE,FALSE,Audit source 31853cfe91b52718dc3fb67f159e6267d9c5fcc1; upstream d66a5d7f1b46b0ed8891c34ccfe163d491c4ff3d. Hand-authored definition; no exact ScenarioTest found.,
